Majority protein IDs,Gene Name,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
P25087,ERG6,87798.4385706109,83440.4944517207,89001.9054585896,141857.086598496,147795.998398034,144272.475371043,225682.383472266,231352.075837945,227321.478411745,218175.591299141,238231.269692449,263532.019943784,123978.987659817,160359.369436261,152786.735371481,125675.193025857,124862.530905567,117231.478516043,85968.1660603135,68108.0166230161,86867.9603449639,63149.3675163813,62142.8442597375,57798.1352046123,55147.8664574981,44185.0147797908,63031.6292314464
P26784,RPL16A,58045.7980637528,61995.6183855014,69037.7145894582,56755.1480415184,63201.3124926331,61896.8183518404,75975.4104327908,82225.1325672187,79026.4412439406,91545.3170528711,107139.117724353,100200.813752391,60182.7225162758,95600.7756841176,87079.5218064583,92308.8116814433,101071.583222204,96086.5712521682,99129.8777897081,106956.821222587,102316.211518578,119107.591608356,113600.73172479,113685.487229503,107321.276602932,89329.2116192543,136343.358750939
P26786,RPS7A,191222.240267606,194051.526605825,194913.519252063,213318.492432637,206927.755676367,219882.920246792,289986.754644466,291165.446178021,278597.096011816,324562.97171356,335155.500394545,376310.353141923,208959.537412486,302417.841494836,292235.951680796,325200.536299012,338972.15914901,334976.429388823,338956.516029182,372009.653418048,346426.78136357,404461.019029942,394505.455692901,380217.243883152,367263.550267578,305010.514062775,448211.60558224
P27929,NAM9,3026.58819730022,2753.64636135634,2894.59404824751,3274.93925571838,3437.00857331554,3580.17322181052,6110.58556272724,6415.5692235238,5598.02469055221,6727.94358062028,7868.3805726751,7475.27254791294,4710.91529216189,7440.271432262,6707.12762884393,7988.24972109359,8149.88202986341,8328.60373440583,8451.64640238135,10032.5759583593,8883.21809408135,10420.0166319318,9672.04812001475,10075.7298320364,9217.18131348661,7334.50246603135,10322.5706328189
P32457,CDC3,9594.98680516466,10157.8339406691,10266.3935388418,9855.89884597939,9356.00535055061,10156.7668190678,12260.6656493221,12953.8184890493,12378.5098280491,13269.0240406878,13390.0113846119,14642.152041516,8210.03030911509,11802.8955543093,11073.5791444222,11350.7411969646,11690.05743228,11816.4861397966,10148.0535785289,11696.4004061682,11730.9291731534,10993.3183916943,11659.2821832586,11181.0173738387,10227.2454274701,8078.04711472987,12302.3855152113
P36037,DOA1,2802.5712082595,3375.52134313275,3248.74884491149,3304.91404931392,3185.78482841976,2731.46902288002,4154.72036879731,3890.40874204872,3194.22381591202,3925.84871450926,4160.58539407825,4013.979618298,2724.94568000647,3449.80236568581,3582.49521991111,2665.94026735442,3255.47366171784,2705.18023838747,3322.79380618142,2908.42686213959,3389.41308266179,3538.67721043317,3778.4877207446,2729.70266896447,2585.7515976165,2181.76795513749,3241.33256030142
P36046,MIA40,6893.93574636427,7353.70583475769,7262.90908624515,7078.31559677016,7706.39258455678,7542.01561953041,9225.16442957027,9835.63289229641,9065.78213991644,9878.38545050631,10969.9763053676,11028.0126560251,6493.76114784375,9700.7258675624,9177.70768604894,9847.72739604686,10631.446998598,10122.4008669077,10974.6339743797,11940.0532530688,11701.6177185139,10851.1227361123,10977.0942602231,10095.4118411107,9234.92592441852,7093.01089493906,9356.83734797396
P38250,IST2,4259.95840335074,3879.90544848132,3770.94267435013,4153.29046335756,3803.92127412895,3404.5821283556,3714.80972222759,4548.64255214867,3501.75713780078,3119.46691998264,4191.01692887701,3780.02680748032,1963.54311399495,2764.34948764201,2489.52625512097,2559.76957343311,2713.90771923002,2558.75417356371,2475.3498549749,2845.77044560672,1975.33660091769,2435.98274934014,2298.52575615259,2039.97281733376,1884.75481607837,1974.52410510027,2291.6745540045
P38682,GLO3,11340.0259986242,11562.1760825444,11543.1872907617,11171.7308668766,11677.65329754,11280.2788913832,13112.5240852875,14024.745199793,12171.2410110792,14585.1071068628,15991.732805418,15881.7610609375,9236.41001129871,14161.3119906272,13148.8339756651,13683.1638717732,14236.1767788954,13095.579447161,13011.0500416223,13982.8294519884,13340.9664382163,14870.679539049,14623.7147040508,13199.7768237069,14059.9355743905,10939.099054678,15753.8329755523
P39976,DLD3,8653.69351444661,8017.40759677049,8746.09083452139,10214.4284591556,12150.4372110794,11547.3900629202,25677.9754009116,25865.5641143132,24197.9697146116,35495.7024802556,39822.1022601559,43452.8178408868,27515.3165295467,41158.4285862698,40807.6815304038,45904.475895562,45670.6783137242,49038.6445192805,58061.5089763985,57471.9905111432,61075.2275625419,59662.9435026686,58733.0014402246,58607.0453991942,59409.0841980191,49847.9558091933,86243.4692292571
P40016,RPN3,20897.5157723101,20139.3722770569,21350.2199871226,21663.8641792203,19332.32687239,21848.8016923917,20566.2996658588,21589.9600988336,21667.9724192921,18303.0639795725,23346.626803497,24123.6767523283,12003.7674587822,16478.3057878112,17091.9014137392,13631.4817429264,15183.9582511344,15841.1392446378,15085.703778534,16188.307626732,15441.6784075113,14731.9514385039,15135.9701456133,13865.4309265111,12380.6685001057,12071.1667671616,15604.1299174388
P40327,RPT2,19559.5619039797,20191.5206368337,19826.221020288,19803.783604683,20167.1849933309,20881.319854519,20051.7048396241,22341.3385595534,20797.8021737529,20668.1280858243,21918.6279542153,24102.7623720563,12330.4646769545,18094.5101701853,17002.4335421679,16281.0132715008,17136.430827306,17110.8207093116,16854.9967931436,16723.9586458108,17484.310779914,16844.9486162201,17186.495151966,17727.9040349309,15061.9956333508,12797.7979323206,19680.0149580638
P47912,FAA4,17059.8081416811,16704.8427646632,17898.9763649485,16886.8355126339,16047.1415249898,15803.5780176776,14399.6998939682,13728.8631367795,14193.5253279834,13026.2102873774,13241.4319828547,16752.6216401184,8716.72526727225,11160.3887023477,12049.9573195607,10961.4418417071,10676.5915124126,11058.2473021366,9971.16291828611,8755.79027376558,9371.69736405667,6607.63598133525,7305.14508429372,6406.03771467627,6109.99060713383,5334.36496294744,7123.43682078234
P49089,ASN1,28324.9150949467,28244.1150314347,28510.8225834933,36978.5353161426,36262.0785082837,38972.4316312629,56691.5935835354,58566.723366827,55954.1121501455,57127.1753551675,63813.0560536201,66341.0181820568,33637.8135321303,46423.5193063892,45968.4442993609,41583.1889913435,42451.9392369618,43412.4015421878,41252.9415766624,39187.5240170087,44217.105280606,45828.7222114285,45533.0542761693,45856.0781607697,43734.1417948519,38443.1560376994,64254.9533307202
P53326,YGR266W,3287.97924044617,3412.19640351451,3655.98315916925,3196.15166605718,2932.53877884775,3082.88061740486,3697.59961532879,3264.40502140472,3240.79508875947,3098.68606744876,3894.72415967896,4012.89189350076,2254.25720049686,3027.9137068553,3298.22950714144,3265.81483022707,3337.14558967932,3380.1120550419,2976.2810375559,2893.30516286537,3076.56484554363,2371.34076805759,2446.18749350483,2420.10372438355,1947.10810056472,1654.14292744396,2407.0614263455
P54839,ERG13,48826.289146277,46028.0358730811,49356.8530189156,52563.0052336196,59142.77203916,55349.2911630388,87772.8269773918,88293.4163590236,82898.9160166197,94631.2702992777,100170.295574113,116188.686045605,58054.2435199357,80320.4946205459,74172.1114452183,71999.0573969724,72434.7441837301,70325.535679978,68715.8970387024,72349.3022977881,71820.6187872956,70877.8519726853,68608.4330746089,65897.7227860243,60535.4973820196,49207.2919454967,71992.6420638003
Q01476,UBP2,1343.87668710968,1113.00111096384,1339.68580212839,1503.20042314741,1377.50438007198,1189.22555533783,1479.58358476678,1347.07904711796,1582.85012910281,1426.77204868904,1682.39369554351,1734.53399247713,806.371439381322,1059.59243340642,1096.88500544186,1100.09261281946,1023.0977958845,1151.39323481977,1029.27066697863,1148.04256640807,1226.23030351796,1133.66553880784,1043.04363184254,1057.88740233731,905.455308800087,964.302058009008,1198.89411246667
Q02959,HOS3,505.721370360022,482.65553809261,497.631945245573,506.013471506135,527.864933674218,483.973775574178,741.104307190055,819.865326712589,737.11162166525,768.261502147777,945.797545027085,939.901944426755,638.157176949656,786.030882474993,978.1729512407,880.230798700362,877.38667008006,771.395101372475,832.071233361514,829.018651598009,847.242785119947,951.606218863662,874.516936244894,723.949710978571,624.998608367615,584.815692096448,857.581675833436
Q06106,MRD1,603.528881896323,555.600353787672,908.486199178893,847.289440543129,877.345468363598,856.815719155781,1459.93412078207,1355.21340121699,1420.94818134235,1647.69651242588,1921.86384930404,2307.95262251509,1206.62567517945,2014.20555098927,1756.03931946625,1851.03734010202,2107.57576670184,2216.43689791564,2184.42424136719,1888.11569105077,2293.76781203602,2088.93093933557,2140.98757062193,1959.63423803074,1887.89370103444,1712.58741496029,2847.58737446999
Q08911:P0CF35,FDH1,106171.101511383,103161.67408688,105424.081127478,118038.782472746,125773.671056386,116650.304033662,57089.9206591525,55475.9489093343,60601.9907530953,43175.5297066204,40796.7500821667,41177.8796946681,19248.6094897251,23306.9115092348,21150.3128126565,14587.8670924146,16406.1651920616,14887.5721282225,6219.37722352476,5160.89516445823,6296.30543303897,13165.0373534333,9804.43162561319,12369.3643482247,5346.4563311169,6793.5341688922,8599.5746758926
P00830,ATP2,327640.042359897,308624.662406174,315105.251874117,374061.61339745,423267.797314034,397305.297303769,524352.011822617,513272.6941911,528016.282624661,565970.901772423,705666.312178587,698012.638072733,384544.245344094,564092.427306839,521576.392336234,607187.483445561,632280.0684997,618552.52523716,605143.340198533,660685.339134958,617902.57786796,631393.072234156,631149.377691638,582812.193851641,513071.457018019,388352.802803622,523228.188387418
P00950,GPM1,875547.819508303,914915.056117041,872775.237775989,1021659.39642803,923611.874700797,900733.340557901,741823.908613667,751621.774220424,703638.912024542,617971.561111866,611004.607822037,717983.134405767,294157.89816721,355186.009482313,330679.982089753,318106.216636344,320212.02904794,329850.897651418,358457.318792864,356384.626029161,342568.36019864,335517.853420665,337486.311885552,322749.42029539,313327.252524529,254916.119215907,413952.158278217
P07251,ATP1,266770.221495195,265701.299492859,269924.745983293,320660.53608165,335447.289868999,339942.124864052,440767.222358569,438362.936306383,428969.398868003,462612.831367618,510306.41345856,549695.721342933,322345.744719514,471419.339356959,469592.118513592,500752.081750129,516566.858789977,515714.149021251,526389.206570015,592319.164109576,529309.120853893,551119.272485932,554632.019868862,508519.527805204,443548.584302046,343043.53769286,445871.893079194
P0CX38:P0CX37,RPS6B,187594.384140913,195663.484010701,214104.998996707,202392.028468023,208729.108058823,221476.83532118,274610.65850118,285754.898608406,275339.714642843,298039.350796989,340722.827449508,362359.42276245,206155.650226334,301617.78466585,286186.283081491,320702.992703916,331841.841620573,345426.965913765,341764.692181536,370673.592507849,339894.50878218,419721.517670866,410777.352412587,404011.380930896,388355.980714012,320732.087885544,478916.171962901
P13663,HOM2,100118.467782705,90509.806565709,96290.1227276698,112368.593590908,104951.427303847,110125.170574006,140209.964306181,140646.521700288,135463.396791495,133373.298503051,136112.389393511,153535.068435878,75867.5406740704,97369.169234447,104412.331139256,89855.2739526406,88916.19893977,97980.7959756156,94842.1343992797,103408.655119624,97348.3385477319,110487.097031588,103084.061963578,107481.741043277,95928.369764772,71143.6116099416,122625.980280731
P14904,LAP4,27920.714405794,26535.3889544329,27784.8337757988,26944.2090623457,25727.2177219755,25954.5125038828,28229.315984879,29783.2418022899,25790.8540968505,23589.0276126698,22862.7015357275,25823.4207412801,11627.0427248114,14385.3609900088,14019.9417992124,10921.2340455305,10794.2353208847,11500.1294884441,10379.2970784997,10549.3651816689,9658.0534542544,11919.9682994945,11132.3060445167,10273.1016164983,8836.48801848434,7536.87633377777,10446.7647733591
P16387,PDA1,48299.8953719577,49099.5302093147,51025.9224240061,50890.8913443072,51293.7242720987,52925.2743060924,59834.3800007616,63430.1186166476,60636.7022938575,63714.2206243218,76656.4734422726,77839.1558391822,43051.3389161047,64256.3780480961,60158.8815650558,63221.3726309457,66664.5849214493,64208.9365312469,55503.9799799574,56309.192218596,58705.8758120264,53294.7382255105,53793.2666511302,49842.0124990814,44284.1897712371,35639.6598320032,51523.7481047416
P17555,SRV2,15029.8201559358,14387.824811601,14999.3946209135,15022.6977613705,13603.8982487753,15845.2502499541,16892.3261952704,18432.6329801643,16845.8416057084,17531.8486124012,18943.2305687542,19360.1365201192,10500.4042503728,14946.8175922132,14951.2393342877,13873.0875245766,14121.2226354298,13870.8902744745,13902.8578896408,12911.448557668,13592.3539707423,12888.762740882,13357.0476391343,11633.5071211333,10638.8023939437,8634.98773199978,12435.441576697
P21264,ADE2,19925.5153580562,19780.4195670422,20219.1654781821,22512.5014801188,22650.9088226463,22928.1991387026,30203.2999880091,30593.2896569308,27791.8581096384,31956.5075108818,33897.2099250496,36144.6282126504,21666.3677897227,29714.1236821858,29616.1887901509,29078.4489774053,31449.1742268941,31195.5820399742,30518.6238140138,31384.4243632222,31203.0978247491,31975.3635239756,32628.940358601,31127.0596783823,30000.381896099,24218.4599398527,38660.1755027883
P22336,RFA1,5876.18101162896,5674.47045863981,6384.81067897941,6027.78203850049,6270.09261042914,6057.20965673846,7249.61445346765,7461.45215682521,6818.43189560087,7192.86210394785,7869.23904067522,8450.7836104628,4949.33318370424,6818.88414393821,6489.3964217819,6484.03016638301,6540.92244931566,6628.53929283243,6251.77415242443,6025.0236046035,6376.4507996785,6029.21671019567,5933.99033680744,5671.5140836762,5188.3406985507,3963.38525268709,5955.748778246
P22768,ARG1,130257.203658694,118083.546078635,124239.636496167,182079.909423829,169794.228595233,179009.853066074,262142.573725161,260545.841427333,256720.426748347,248101.939131022,253516.044080894,293798.495542547,123112.212014477,144998.254282302,152468.580418948,101943.01922895,99877.2291193458,103906.284998971,103045.015306578,113610.400847546,104547.397479204,127747.030731149,121197.669098086,128516.258967989,115658.00575312,90452.547930411,164183.085281537
P23248,RPS1B,24444.177753338,25248.9336531951,24515.4302382981,26251.8762080228,28327.7812787392,26303.2376902182,35048.515743188,36896.3003281326,33796.5729296229,38958.0120451081,45676.6426940115,45953.3032929294,25525.6607219723,39731.2450170605,37516.5209209626,41643.1345719475,45127.3847891129,41914.5063416406,43276.0581690823,50133.7221021163,44925.4147497264,56088.1140298296,54491.5684679328,52361.9246878298,51983.1085154309,42364.6586439612,62390.9144970678
P23542,AAT2,31315.2156494831,29937.8123266555,31378.6312280366,34816.6732645616,35873.3942707138,36744.5773241786,52854.1595346382,55429.6449010052,53423.9399861504,56349.4176954666,62177.1249727866,64491.7108691622,37033.1356004734,52159.4495309525,48514.5157953076,50068.2392189398,51924.192928589,52283.2023675225,55373.0226917622,61912.411909562,56329.3155320214,66044.4796298948,66540.2048197964,62710.7508249217,58159.3169544123,46626.6644800847,66452.0947168477
P31116,HOM6,91866.271505143,90359.1559219348,85302.9044634948,101629.470015712,95290.6840433752,89027.5617425882,127307.193298821,124062.177008788,114542.718422586,133232.33929538,135943.544472424,152257.463414674,88930.3384395808,110346.314627671,120663.864593188,121302.606164732,118828.776073056,134199.666752119,130681.899195617,123588.769738741,123904.764251908,126399.319827124,111357.393804215,123641.544317566,107167.251816214,76583.0083920171,144242.776409667
